scorer,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000,DLC_resnet50_car_wash_small_markerJan11shuffle1_3000
bodyparts,p_left_wrist,p_left_wrist,p_left_wrist,p_right_wrist,p_right_wrist,p_right_wrist,p_left_elbow,p_left_elbow,p_left_elbow,p_right_elbow,p_right_elbow,p_right_elbow,p_left_shoulder,p_left_shoulder,p_left_shoulder,p_right_shoulder,p_right_shoulder,p_right_shoulder,p_neck,p_neck,p_neck,p_waist,p_waist,p_waist,t_left_wrist,t_left_wrist,t_left_wrist,t_right_wrist,t_right_wrist,t_right_wrist,t_left_elbow,t_left_elbow,t_left_elbow,t_right_elbow,t_right_elbow,t_right_elbow,t_left_shoulder,t_left_shoulder,t_left_shoulder,t_right_shoulder,t_right_shoulder,t_right_shoulder,t_neck,t_neck,t_neck,t_waist,t_waist,t_waist
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,330.5001220703125,334.25299072265625,0.5469238758087158,383.6131591796875,358.80780029296875,0.7535061836242676,331.16302490234375,234.57464599609375,0.6338438987731934,476.7462158203125,281.1875915527344,0.7581986784934998,361.21075439453125,122.77050018310547,0.6129895448684692,482.08477783203125,164.0550079345703,0.8126835823059082,423.67535400390625,150.97247314453125,0.6885300874710083,407.99517822265625,311.70330810546875,0.357881635427475,241.03494262695312,221.10317993164062,0.8866100311279297,518.017333984375,206.62918090820312,0.5740427374839783,260.0448303222656,208.48159790039062,0.7620468735694885,448.7270202636719,178.8936767578125,0.2547418475151062,274.78131103515625,136.37890625,0.8638232946395874,378.3266296386719,120.2385482788086,0.3906725347042084,323.0926513671875,124.54405975341797,0.5850513577461243,365.4267272949219,305.723388671875,0.48968029022216797
1,333.26708984375,337.2099914550781,0.6135953068733215,387.2908935546875,360.33428955078125,0.6537602543830872,332.9288330078125,231.43157958984375,0.512177586555481,478.0560302734375,280.4693908691406,0.7830687761306763,355.23870849609375,130.59071350097656,0.5915864706039429,481.54388427734375,163.60467529296875,0.7952293157577515,422.6417236328125,151.04798889160156,0.7058207988739014,408.2417907714844,312.4488830566406,0.34113895893096924,241.11495971679688,221.99093627929688,0.8920677900314331,517.8834228515625,206.20260620117188,0.5644177198410034,259.2665100097656,208.59027099609375,0.7799863815307617,448.45672607421875,178.7749786376953,0.26613643765449524,274.6060791015625,137.1044464111328,0.8580545783042908,378.0685119628906,119.56407928466797,0.3825438320636749,313.92279052734375,127.31974029541016,0.5617430806159973,365.3780517578125,305.60028076171875,0.49032461643218994
2,333.4886169433594,340.674560546875,0.5698763132095337,389.97698974609375,365.285400390625,0.7273709774017334,334.33282470703125,242.69081115722656,0.5027937293052673,478.0057067871094,280.1312255859375,0.8092334270477295,355.1127014160156,130.53518676757812,0.677647590637207,481.07403564453125,164.09365844726562,0.800330400466919,423.4237060546875,152.1918487548828,0.7233483791351318,411.3133850097656,321.75665283203125,0.3623388409614563,240.65721130371094,222.50990295410156,0.9163966178894043,517.9755249023438,206.62454223632812,0.5793606042861938,259.3013610839844,208.563232421875,0.7576658725738525,448.0127258300781,178.93161010742188,0.26954540610313416,274.6399230957031,137.21337890625,0.8466912508010864,396.8442077636719,129.2953338623047,0.3633224368095398,313.1819763183594,127.3727798461914,0.5786144137382507,366.3670959472656,306.9209289550781,0.4856487512588501
3,333.6675720214844,341.974365234375,0.5334721207618713,394.03216552734375,367.3363952636719,0.6306983232498169,334.9995422363281,242.4318389892578,0.5082603096961975,478.44012451171875,280.0819091796875,0.7878451347351074,355.63580322265625,132.37759399414062,0.6688903570175171,479.9758605957031,163.1343994140625,0.7778925895690918,423.3677978515625,152.5508270263672,0.760392427444458,410.76861572265625,322.2613830566406,0.3713833689689636,239.65426635742188,222.954345703125,0.9225558638572693,516.71923828125,207.16334533691406,0.5741108655929565,259.2314453125,208.2802276611328,0.7332718968391418,448.26904296875,179.34939575195312,0.2711995244026184,274.0935363769531,137.7457733154297,0.8253879547119141,397.4737854003906,130.60958862304688,0.36853229999542236,314.1270446777344,127.99223327636719,0.5906883478164673,367.14923095703125,307.6540832519531,0.4494040906429291
4,334.1943664550781,341.9593505859375,0.5106663107872009,401.5255432128906,367.83404541015625,0.6498213410377502,334.3602600097656,242.73086547851562,0.5497714281082153,477.99774169921875,281.178466796875,0.7563526630401611,354.75469970703125,133.48313903808594,0.7014880180358887,479.4353332519531,164.1073455810547,0.7559372186660767,418.6373291015625,155.8489532470703,0.7416661977767944,420.2353515625,321.3024597167969,0.3897135257720947,239.69923400878906,223.38868713378906,0.9307546615600586,515.947998046875,206.98255920410156,0.5988540649414062,258.41351318359375,208.2155303955078,0.7288228273391724,447.8428039550781,179.74362182617188,0.25897663831710815,273.4166259765625,137.96240234375,0.8046044707298279,397.62457275390625,131.1588897705078,0.36337071657180786,313.3792724609375,128.33721923828125,0.5683779716491699,366.7302551269531,317.912841796875,0.37708359956741333
5,338.8323974609375,345.53179931640625,0.4644363224506378,401.6927185058594,368.9400329589844,0.7371515035629272,334.13885498046875,242.36312866210938,0.5810497999191284,478.65380859375,280.8485412597656,0.7360261678695679,354.38037109375,134.78965759277344,0.7014679908752441,479.009033203125,164.1038360595703,0.749362587928772,418.4839782714844,156.94775390625,0.7703500986099243,420.5032653808594,321.0486145019531,0.41425222158432007,239.22030639648438,222.9682159423828,0.9356452822685242,515.8582153320312,207.18954467773438,0.5759477019309998,258.3141174316406,208.71214294433594,0.687849223613739,448.8074035644531,181.08644104003906,0.22660228610038757,272.9395751953125,137.74925231933594,0.8077280521392822,394.859130859375,130.88772583007812,0.4129009544849396,313.680908203125,128.44223022460938,0.5740726590156555,366.71307373046875,318.6177978515625,0.3740243911743164
6,335.2032775878906,343.9778747558594,0.4220668077468872,404.2264404296875,370.2561950683594,0.7927274107933044,334.58123779296875,242.1680450439453,0.5783050060272217,478.37530517578125,281.3337707519531,0.7445495128631592,353.826416015625,136.32638549804688,0.6599178314208984,479.39093017578125,164.89254760742188,0.7432079315185547,417.494873046875,157.54583740234375,0.7748827934265137,419.5411376953125,321.125,0.4064778685569763,239.06858825683594,223.02076721191406,0.9338452219963074,514.8645629882812,207.06312561035156,0.5690428018569946,257.7973937988281,208.47865295410156,0.6942338347434998,446.1839294433594,174.583740234375,0.21638014912605286,272.2923583984375,138.0080108642578,0.7954158782958984,399.0897216796875,133.080078125,0.403434693813324,313.3314514160156,128.49131774902344,0.5612892508506775,366.3784484863281,319.11590576171875,0.39213234186172485
7,337.0062255859375,353.19281005859375,0.4394760727882385,404.2077331542969,371.0340881347656,0.7796920537948608,333.6256103515625,243.37496948242188,0.5895609259605408,477.74200439453125,281.647705078125,0.736700713634491,353.2115783691406,135.34091186523438,0.6487684845924377,477.34307861328125,164.2206573486328,0.7453694343566895,416.92230224609375,158.85263061523438,0.8263184428215027,419.6029968261719,320.64764404296875,0.3874364495277405,237.9820556640625,223.85594177246094,0.9257137179374695,513.2528686523438,207.38705444335938,0.5782516002655029,257.89263916015625,208.4754638671875,0.6934810876846313,446.5854797363281,175.0803680419922,0.20418575406074524,271.5673522949219,138.28688049316406,0.7696064710617065,399.7823791503906,134.20059204101562,0.3744397759437561,313.4547424316406,128.06442260742188,0.5641724467277527,365.750732421875,318.4393310546875,0.37212809920310974
