scorer,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000,DLC_resnet50_sweeping_small_markersJan16shuffle1_5000
bodyparts,p_left_wrist,p_left_wrist,p_left_wrist,p_right_wrist,p_right_wrist,p_right_wrist,p_left_elbow,p_left_elbow,p_left_elbow,p_right_elbow,p_right_elbow,p_right_elbow,p_left_shoulder,p_left_shoulder,p_left_shoulder,p_right_shoulder,p_right_shoulder,p_right_shoulder,p_neck,p_neck,p_neck,p_waist,p_waist,p_waist,p_left_leg,p_left_leg,p_left_leg,p_right_leg,p_right_leg,p_right_leg,t_left_wrist,t_left_wrist,t_left_wrist,t_right_wrist,t_right_wrist,t_right_wrist,t_left_elbow,t_left_elbow,t_left_elbow,t_right_elbow,t_right_elbow,t_right_elbow,t_left_shoulder,t_left_shoulder,t_left_shoulder,t_right_shoulder,t_right_shoulder,t_right_shoulder,t_neck,t_neck,t_neck,t_waist,t_waist,t_waist,t_left_leg,t_left_leg,t_left_leg,t_right_leg,t_right_leg,t_right_leg
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,333.8557434082031,224.9689483642578,0.8605003356933594,339.60858154296875,188.70797729492188,0.8103692531585693,273.1002502441406,222.26190185546875,0.9583325982093811,335.6299133300781,172.38461303710938,0.7703160047531128,266.5626525878906,132.5961456298828,0.7759679555892944,329.99896240234375,134.4623260498047,0.8340134024620056,309.30596923828125,114.64144134521484,0.9659919738769531,297.0166931152344,228.76051330566406,0.8361932039260864,262.1589050292969,458.7589111328125,0.9544510841369629,286.6777038574219,446.9949035644531,0.9416760206222534,340.06390380859375,195.81410217285156,0.3928683400154114,360.6142883300781,217.93907165527344,0.9690098762512207,356.84906005859375,168.8896484375,0.7823091745376587,396.5684814453125,214.34518432617188,0.5883835554122925,382.8345031738281,132.47935485839844,0.949514627456665,440.2498779296875,150.71910095214844,0.709235429763794,407.9917907714844,131.23959350585938,0.9127084016799927,410.289306640625,244.50701904296875,0.6387046575546265,433.5479431152344,455.5003356933594,0.8071156144142151,444.01727294921875,464.9443359375,0.6723880171775818
1,333.9704284667969,225.29727172851562,0.8897081017494202,339.431884765625,187.71932983398438,0.8415225744247437,272.7569274902344,222.11514282226562,0.953166127204895,334.37725830078125,172.06141662597656,0.7790886759757996,268.625732421875,134.05068969726562,0.7918643951416016,328.4320373535156,134.0425567626953,0.8295692205429077,309.19122314453125,113.68016052246094,0.9623942971229553,296.1399841308594,228.81947326660156,0.8696370720863342,259.5459899902344,459.35919189453125,0.965559720993042,284.9585876464844,446.3673400878906,0.9216450452804565,339.4947204589844,190.16871643066406,0.4093833863735199,360.3220520019531,218.52964782714844,0.9731818437576294,358.2167053222656,171.32337951660156,0.7309678792953491,397.67205810546875,213.3816680908203,0.5957194566726685,384.824462890625,132.4602508544922,0.9531912803649902,441.3529052734375,151.31689453125,0.7202538251876831,412.111083984375,135.27903747558594,0.9068442583084106,410.9230041503906,243.48709106445312,0.7430405616760254,432.7750549316406,455.5326232910156,0.7646138072013855,447.13189697265625,465.2883605957031,0.6848127245903015
2,333.2997741699219,225.6343536376953,0.8992689251899719,338.7874755859375,186.94879150390625,0.8869602680206299,271.8686218261719,221.54627990722656,0.947124719619751,333.29254150390625,171.41714477539062,0.8069941997528076,267.67413330078125,133.48983764648438,0.8336963653564453,327.3316345214844,132.95237731933594,0.8426797389984131,308.1916198730469,112.9067153930664,0.9534451365470886,294.7377014160156,227.98191833496094,0.8849024176597595,259.0069580078125,459.2269287109375,0.9719139337539673,283.62017822265625,446.39508056640625,0.916759729385376,339.44384765625,190.06582641601562,0.49402087926864624,358.1204528808594,218.7208709716797,0.9646763801574707,363.5028381347656,171.51773071289062,0.5968959927558899,403.72552490234375,209.93356323242188,0.6322039365768433,386.0972595214844,131.7980194091797,0.9505341649055481,442.82232666015625,150.45799255371094,0.745081901550293,410.69134521484375,128.1277618408203,0.9274664521217346,411.2787170410156,241.93121337890625,0.7498792409896851,431.1692810058594,455.86517333984375,0.6663112044334412,445.24176025390625,464.6914367675781,0.700953483581543
3,332.83795166015625,225.41505432128906,0.9075243473052979,337.1858215332031,186.6199493408203,0.8917471170425415,271.182373046875,221.20082092285156,0.9326134920120239,332.3368225097656,172.32513427734375,0.7555633783340454,266.52142333984375,132.34307861328125,0.8587279915809631,322.84228515625,128.68467712402344,0.8394122123718262,306.3807678222656,112.1094970703125,0.9483493566513062,293.78790283203125,227.25872802734375,0.8817980289459229,258.06463623046875,459.07098388671875,0.9670923948287964,282.3568420410156,445.8460388183594,0.9104351997375488,338.75299072265625,189.72682189941406,0.5768223404884338,355.79180908203125,218.452392578125,0.9542754888534546,362.9609375,173.6092529296875,0.6912891864776611,403.63909912109375,209.0175323486328,0.6470807194709778,386.24835205078125,131.17271423339844,0.9579491019248962,443.296875,149.52923583984375,0.7826684713363647,410.7476501464844,128.18751525878906,0.9376609325408936,413.5804748535156,236.6424102783203,0.7537609338760376,380.7480163574219,445.04107666015625,0.5810893177986145,442.98492431640625,463.8978576660156,0.7251711487770081
4,332.1841735839844,225.7307891845703,0.9182689189910889,335.687744140625,186.94268798828125,0.8744432330131531,270.8747863769531,221.3583984375,0.9292476177215576,327.73236083984375,172.17054748535156,0.7674473524093628,265.9034423828125,132.59031677246094,0.8696510791778564,321.5205993652344,128.16795349121094,0.838329553604126,306.0259704589844,111.75796508789062,0.9394493103027344,294.0408630371094,227.15048217773438,0.8885672092437744,257.42779541015625,459.0775451660156,0.9620696306228638,282.2264709472656,448.83343505859375,0.9108245372772217,338.6849060058594,189.2110595703125,0.6238068342208862,352.3560791015625,219.38035583496094,0.9409917593002319,364.399169921875,174.63204956054688,0.7613632678985596,404.0368957519531,208.1615753173828,0.6454718708992004,386.5993957519531,130.63482666015625,0.9459712505340576,442.94287109375,149.759521484375,0.8105624914169312,410.517578125,128.4700164794922,0.9475924968719482,413.5427551269531,236.42819213867188,0.7608946561813354,386.461669921875,447.5987548828125,0.6671571135520935,441.9283142089844,462.64697265625,0.7022255063056946
5,331.80780029296875,226.10107421875,0.9246162176132202,334.84942626953125,187.0030517578125,0.876591682434082,270.1900329589844,221.57388305664062,0.9093114137649536,325.25927734375,170.3465118408203,0.8126366138458252,264.0815734863281,132.31214904785156,0.8848004341125488,320.7403564453125,128.5223388671875,0.8539912700653076,304.3404846191406,110.65152740478516,0.920972466468811,293.24334716796875,226.91990661621094,0.9033254384994507,256.3335876464844,458.7784729003906,0.9575555324554443,281.462890625,448.49713134765625,0.9183905124664307,338.7332458496094,189.65359497070312,0.6661114692687988,351.23907470703125,220.9255828857422,0.9425408840179443,365.04736328125,175.6510772705078,0.750095546245575,404.0016784667969,207.9130401611328,0.6814318895339966,386.4334716796875,130.51609802246094,0.942886471748352,441.51739501953125,151.26475524902344,0.8205915689468384,411.96649169921875,132.49935913085938,0.953162431716919,413.2054748535156,236.1647491455078,0.7889915704727173,388.6964416503906,446.81622314453125,0.7908186912536621,441.3022766113281,462.21844482421875,0.6673321723937988
6,331.1374816894531,226.9019775390625,0.9143175482749939,333.880615234375,187.4822540283203,0.8550914525985718,269.1224060058594,221.33084106445312,0.9151518940925598,323.7173156738281,171.28472900390625,0.8165384531021118,263.2148742675781,131.84686279296875,0.8869775533676147,319.93023681640625,128.10787963867188,0.8417420387268066,303.3827209472656,110.18550872802734,0.9024695158004761,292.701416015625,226.5215301513672,0.9073919057846069,255.68081665039062,458.8938903808594,0.9635769128799438,280.16259765625,448.33447265625,0.9385700225830078,338.77386474609375,191.3509063720703,0.6664464473724365,350.5572204589844,222.11697387695312,0.9476553201675415,362.18316650390625,181.4761199951172,0.7823731303215027,403.1210632324219,208.0697784423828,0.6668118834495544,386.76611328125,130.50389099121094,0.9299764633178711,441.3924255371094,150.7139434814453,0.8329166173934937,411.7328186035156,132.19068908691406,0.9509862661361694,412.60150146484375,237.10174560546875,0.7944893836975098,390.85565185546875,447.4942626953125,0.8796907663345337,441.75946044921875,461.4629821777344,0.7140037417411804
7,330.6276550292969,227.2581024169922,0.9151957035064697,333.9317932128906,187.50030517578125,0.8669184446334839,268.1869812011719,221.4158477783203,0.8921740055084229,325.627685546875,172.61386108398438,0.8284263610839844,261.9093322753906,131.49049377441406,0.8911834955215454,319.3862609863281,128.02169799804688,0.8296843767166138,302.0059814453125,109.83822631835938,0.8809554576873779,291.7509765625,225.9161834716797,0.908252477645874,255.04739379882812,458.60614013671875,0.9541732668876648,279.13458251953125,448.3305358886719,0.9389728307723999,338.3994140625,192.2871551513672,0.7021653652191162,351.28082275390625,223.18089294433594,0.938989520072937,362.3657531738281,182.1695098876953,0.8058793544769287,401.7011413574219,213.28041076660156,0.671734094619751,386.3196716308594,131.06153869628906,0.9335311651229858,440.3753356933594,150.52915954589844,0.8530653715133667,409.2102966308594,130.66322326660156,0.9537632465362549,407.2485656738281,239.3311004638672,0.828742265701294,393.3004455566406,448.900634765625,0.9246281385421753,436.56085205078125,459.09820556640625,0.7067868113517761
