2250, 0.01159, 0.005
2260, 0.01105, 0.005
2270, 0.01256, 0.005
2280, 0.01212, 0.005
2290, 0.01240, 0.005
2300, 0.01148, 0.005
2310, 0.01228, 0.005
2320, 0.01100, 0.005
2330, 0.01174, 0.005
2340, 0.01090, 0.005
2350, 0.01242, 0.005
2360, 0.01298, 0.005
2370, 0.01113, 0.005
2380, 0.01136, 0.005
2390, 0.01333, 0.005
2400, 0.01131, 0.005
2410, 0.01034, 0.005
2420, 0.01143, 0.005
2430, 0.01086, 0.005
2440, 0.01138, 0.005
2450, 0.01126, 0.005
2460, 0.01030, 0.005
2470, 0.01059, 0.005
2480, 0.01112, 0.005
2490, 0.01061, 0.005
2500, 0.01112, 0.005
2510, 0.01262, 0.005
2520, 0.01084, 0.005
2530, 0.01167, 0.005
2540, 0.01073, 0.005
2550, 0.01128, 0.005
2560, 0.01077, 0.005
2570, 0.01082, 0.005
2580, 0.01073, 0.005
2590, 0.01211, 0.005
2600, 0.00975, 0.005
2610, 0.01053, 0.005
2620, 0.01018, 0.005
2630, 0.01163, 0.005
2640, 0.01093, 0.005
2650, 0.01128, 0.005
2660, 0.01183, 0.005
2670, 0.01081, 0.005
2680, 0.01096, 0.005
2690, 0.01139, 0.005
2700, 0.01150, 0.005
2710, 0.01050, 0.005
2720, 0.00991, 0.005
2730, 0.01073, 0.005
2740, 0.01017, 0.005
2750, 0.01007, 0.005
2760, 0.01172, 0.005
2770, 0.01174, 0.005
2780, 0.01218, 0.005
2790, 0.01117, 0.005
2800, 0.01062, 0.005
2810, 0.01103, 0.005
2820, 0.01060, 0.005
2830, 0.00958, 0.005
2840, 0.01061, 0.005
2850, 0.01120, 0.005
2860, 0.01069, 0.005
2870, 0.01073, 0.005
2880, 0.01090, 0.005
2890, 0.01122, 0.005
2900, 0.01088, 0.005
2910, 0.01080, 0.005
2920, 0.00996, 0.005
2930, 0.01244, 0.005
2940, 0.01111, 0.005
2950, 0.01007, 0.005
2960, 0.00995, 0.005
2970, 0.01224, 0.005
2980, 0.01108, 0.005
2990, 0.01199, 0.005
3000, 0.00991, 0.005
3010, 0.01058, 0.005
3020, 0.00979, 0.005
3030, 0.00892, 0.005
3040, 0.01099, 0.005
3050, 0.00991, 0.005
3060, 0.01113, 0.005
3070, 0.01053, 0.005
3080, 0.00926, 0.005
3090, 0.01092, 0.005
3100, 0.00981, 0.005
3110, 0.01144, 0.005
3120, 0.01018, 0.005
3130, 0.01237, 0.005
3140, 0.01058, 0.005
3150, 0.01010, 0.005
3160, 0.00970, 0.005
3170, 0.00996, 0.005
3180, 0.00974, 0.005
3190, 0.01040, 0.005
3200, 0.01070, 0.005
3210, 0.01005, 0.005
3220, 0.01086, 0.005
3230, 0.01037, 0.005
3240, 0.00848, 0.005
3250, 0.00924, 0.005
3260, 0.00984, 0.005
3270, 0.01017, 0.005
3280, 0.00967, 0.005
3290, 0.01046, 0.005
3300, 0.01053, 0.005
3310, 0.01052, 0.005
3320, 0.01085, 0.005
3330, 0.00949, 0.005
3340, 0.01063, 0.005
3350, 0.00912, 0.005
3360, 0.01033, 0.005
3370, 0.00909, 0.005
3380, 0.01054, 0.005
3390, 0.01044, 0.005
3400, 0.01005, 0.005
3410, 0.01020, 0.005
3420, 0.01038, 0.005
3430, 0.01028, 0.005
3440, 0.01088, 0.005
3450, 0.00994, 0.005
3460, 0.00990, 0.005
3470, 0.01068, 0.005
3480, 0.00958, 0.005
3490, 0.01007, 0.005
3500, 0.00948, 0.005
3510, 0.01022, 0.005
3520, 0.00872, 0.005
3530, 0.00915, 0.005
3540, 0.00904, 0.005
