10, 0.61201, 0.005
20, 0.06806, 0.005
30, 0.04501, 0.005
40, 0.04352, 0.005
50, 0.03378, 0.005
60, 0.03232, 0.005
70, 0.03658, 0.005
80, 0.03288, 0.005
90, 0.03350, 0.005
100, 0.03250, 0.005
110, 0.03259, 0.005
120, 0.03602, 0.005
130, 0.03077, 0.005
140, 0.03206, 0.005
150, 0.02995, 0.005
160, 0.02888, 0.005
170, 0.02910, 0.005
180, 0.02991, 0.005
190, 0.02673, 0.005
200, 0.03093, 0.005
210, 0.02615, 0.005
220, 0.02897, 0.005
230, 0.02732, 0.005
240, 0.02742, 0.005
250, 0.03092, 0.005
260, 0.02803, 0.005
270, 0.02520, 0.005
280, 0.02867, 0.005
290, 0.02545, 0.005
300, 0.02719, 0.005
310, 0.02775, 0.005
320, 0.02622, 0.005
330, 0.02633, 0.005
340, 0.02229, 0.005
350, 0.02627, 0.005
360, 0.02711, 0.005
370, 0.02632, 0.005
380, 0.02325, 0.005
390, 0.02289, 0.005
400, 0.02364, 0.005
410, 0.02237, 0.005
420, 0.02501, 0.005
430, 0.02220, 0.005
440, 0.02417, 0.005
450, 0.02338, 0.005
460, 0.02313, 0.005
470, 0.02561, 0.005
480, 0.02396, 0.005
490, 0.02473, 0.005
500, 0.02327, 0.005
510, 0.02253, 0.005
520, 0.02009, 0.005
530, 0.02033, 0.005
540, 0.02205, 0.005
550, 0.02066, 0.005
560, 0.01877, 0.005
570, 0.02120, 0.005
580, 0.02284, 0.005
590, 0.02188, 0.005
600, 0.01793, 0.005
610, 0.02236, 0.005
620, 0.02272, 0.005
630, 0.01911, 0.005
640, 0.01871, 0.005
650, 0.02264, 0.005
660, 0.02098, 0.005
670, 0.01797, 0.005
680, 0.01925, 0.005
690, 0.01850, 0.005
700, 0.01996, 0.005
710, 0.01664, 0.005
720, 0.01755, 0.005
730, 0.01990, 0.005
740, 0.01857, 0.005
750, 0.01654, 0.005
760, 0.01929, 0.005
770, 0.01530, 0.005
780, 0.01826, 0.005
790, 0.01943, 0.005
800, 0.01967, 0.005
810, 0.01809, 0.005
820, 0.01801, 0.005
830, 0.01670, 0.005
840, 0.01703, 0.005
850, 0.01705, 0.005
860, 0.01721, 0.005
870, 0.01484, 0.005
880, 0.01701, 0.005
890, 0.01642, 0.005
900, 0.01558, 0.005
910, 0.01795, 0.005
920, 0.01571, 0.005
930, 0.01634, 0.005
940, 0.01748, 0.005
950, 0.01563, 0.005
960, 0.01704, 0.005
970, 0.01572, 0.005
980, 0.01472, 0.005
990, 0.01611, 0.005
1000, 0.01734, 0.005
1010, 0.01510, 0.005
1020, 0.01515, 0.005
1030, 0.01492, 0.005
1040, 0.01511, 0.005
1050, 0.01475, 0.005
1060, 0.01467, 0.005
1070, 0.01499, 0.005
1080, 0.01469, 0.005
1090, 0.01520, 0.005
1100, 0.01536, 0.005
1110, 0.01341, 0.005
1120, 0.01376, 0.005
1130, 0.01535, 0.005
1140, 0.01638, 0.005
